status,reason,source,title,begin,end,lat,lng,link
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Hocking County Ohio","2025-10-18","2025-10-18","40.4430521","-83.7414465","https://www.mobilize.us/nokings/event/841176/"
"DROPPED","OUT_OF_WINDOW","mobilize","OCT: N2N New Member Orientation & Info Session","2025-10-16","2025-10-16","42.2172092","-72.6269437","https://www.mobilize.us/n2nma/event/841179/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Des Moines","2025-10-18","2025-10-18","41.5868654","-93.6249494","https://www.mobilize.us/nokings/event/841180/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Augusta","2025-10-18","2025-10-18","33.4709714","-81.9748429","https://www.mobilize.us/nokings/event/841181/"
"DROPPED","OUT_OF_WINDOW","mobilize","Lower Makefield/Yardley canvass!","2025-10-11","2025-10-11","40.245664","-74.8459972","https://www.mobilize.us/buckscountydemocraticcommittee/event/841184/"
"DROPPED","OUT_OF_WINDOW","mobilize","Lower Makefield/Yardley canvass!","2025-10-12","2025-10-12","40.245664","-74.8459972","https://www.mobilize.us/buckscountydemocraticcommittee/event/841186/"
"DROPPED","OUT_OF_WINDOW","mobilize","Lower Makefield/Yardley canvass!","2025-10-19","2025-10-19","40.245664","-74.8459972","https://www.mobilize.us/buckscountydemocraticcommittee/event/841187/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Littleton CO with ""WE THE PEOPLE""","2025-10-18","2025-10-18","39.6132725","-104.9881438","https://www.mobilize.us/nokings/event/841188/"
"DROPPED","OUT_OF_WINDOW","mobilize","Lower Makefield/Yardley canvass!","2025-10-25","2025-10-25","40.245664","-74.8459972","https://www.mobilize.us/buckscountydemocraticcommittee/event/841189/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Cedar City","2025-10-18","2025-10-18","37.6816893","-113.0610215","https://www.mobilize.us/nokings/event/841193/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Payson","2025-10-18","2025-10-18","34.2473071","-111.2928904","https://www.mobilize.us/nokings/event/841196/"
"DROPPED","OUT_OF_WINDOW","mobilize","Bowling For Democracy","2025-10-10","2025-10-10","32.2366684","-110.9067242","https://www.mobilize.us/ld18democrats/event/841197/"
"DROPPED","OUT_OF_WINDOW","mobilize","Lower Makefield/Yardley canvass!","2025-11-01","2025-11-01","40.245664","-74.8459972","https://www.mobilize.us/buckscountydemocraticcommittee/event/841198/"
"DROPPED","OUT_OF_WINDOW","mobilize","Lower Makefield/Yardley canvass!","2025-11-02","2025-11-02","40.245664","-74.8459972","https://www.mobilize.us/buckscountydemocraticcommittee/event/841200/"
"DROPPED","OUT_OF_WINDOW","mobilize","Lower Makefield/Yardley canvass!","2025-11-03","2025-11-03","40.245664","-74.8459972","https://www.mobilize.us/buckscountydemocraticcommittee/event/841203/"
"DROPPED","OUT_OF_WINDOW","mobilize","Lower Makefield/Yardley canvass!","2025-11-04","2025-11-04","40.245664","-74.8459972","https://www.mobilize.us/buckscountydemocraticcommittee/event/841207/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS  Oregon IL","2025-10-18","2025-10-18","42.0139767","-89.3344111","https://www.mobilize.us/nokings/event/841209/"
"DROPPED","OUT_OF_WINDOW","mobilize","JCEA Jeffco Central School Board Canvas - Public Schools for Working Families","2025-10-18","2025-10-18","39.7335298","-105.1152974","https://www.mobilize.us/mayday/event/841211/"
"DROPPED","OUT_OF_WINDOW","mobilize","JCEA North Jeffco School Board Canvas - Public Schools for Working Families","2025-10-18","2025-10-18","39.8543353","-105.0877318","https://www.mobilize.us/mayday/event/841213/"
"DROPPED","OUT_OF_WINDOW","mobilize","Dyer Dems Coffee Social","2025-10-05","2025-10-05","41.4942021","-87.5217068","https://www.mobilize.us/inlakecountydemocraticparty/event/841214/"
"DROPPED","OUT_OF_WINDOW","mobilize","Giant Banner Holder for Peaceful Protests","2025-10-18","2025-10-18","28.624729","-81.3146871","https://www.mobilize.us/semdems/event/841218/"
"DROPPED","OUT_OF_WINDOW","mobilize","Practice for the Douglas Halloween Parade Performance","2025-10-20","2025-10-20","42.7881389","-86.1106074","https://www.mobilize.us/indivisible/event/841219/"
"DROPPED","OUT_OF_WINDOW","mobilize","Election Worker Information Sessions","2025-10-08","2025-10-08","","","https://www.mobilize.us/bexardemocrat/event/841220/"
"DROPPED","OUT_OF_WINDOW","mobilize","Practice for the Douglas Halloween Parade Performance","2025-10-22","2025-10-22","42.7881389","-86.1106074","https://www.mobilize.us/indivisible/event/841221/"
"DROPPED","OUT_OF_WINDOW","mobilize","[Roswell, New Mexico] #NoKings #NoBillionaires","2025-10-18","2025-10-18","33.3896994","-104.5230544","https://www.mobilize.us/mayday/event/841222/"
"DROPPED","OUT_OF_WINDOW","mobilize","Washington Co. Area Democratic Club","2025-10-06","2025-10-06","30.1706777","-96.3994396","https://www.mobilize.us/washingtoncountytx/event/841223/"
"DROPPED","OUT_OF_WINDOW","mobilize","Washington Co. Area Democratic Club","2025-11-03","2025-11-03","30.1706777","-96.3994396","https://www.mobilize.us/washingtoncountytx/event/841224/"
"KEPT","GEO","mobilize","Washington Co. Area Democratic Club","2026-01-05","2026-01-05","30.1706777","-96.3994396","https://www.mobilize.us/washingtoncountytx/event/841225/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Greenwich","2025-10-18","2025-10-18","41.0248366","-73.6265557","https://www.mobilize.us/nokings/event/841227/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Clintonville","2025-10-18","2025-10-18","40.0315992","-83.0158634","https://www.mobilize.us/nokings/event/841231/"
"DROPPED","OUT_OF_WINDOW","mobilize","Bracelet-Making Workshop","2025-10-03","2025-10-03","42.0095995","-87.6743731","https://www.mobilize.us/katforillinois/event/841232/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS CENTRAL MICHIGAN","2025-10-18","2025-10-18","43.5825908","-84.767425","https://www.mobilize.us/nokings/event/841233/"
"DROPPED","OUT_OF_WINDOW","mobilize","Banned Books Reading - Pipestone County DFL","2025-10-13","2025-10-13","43.9987967","-96.3154613","https://www.mobilize.us/dfl/event/841234/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Bell County","2025-10-18","2025-10-18","31.0559424","-97.463603","https://www.mobilize.us/nokings/event/841235/"
"DROPPED","OUT_OF_WINDOW","mobilize","Make Calls to Get Out the Youth Vote in VA!","2025-10-03","2025-10-03","","","https://www.mobilize.us/nextgen/event/841237/"
"DROPPED","OUT_OF_WINDOW","mobilize","CARE Medic Training  - Anderson County","2025-11-01","2025-11-01","38.0384118","-84.8963496","https://www.mobilize.us/therevolutionky/event/841238/"
"DROPPED","OUT_OF_WINDOW","mobilize","Canvassing in Washington","2025-10-05","2025-10-05","41.7865038","-73.6921867","https://www.mobilize.us/dutchesscountydemocrats/event/841239/"
"DROPPED","OUT_OF_WINDOW","mobilize","No Kings - Windsor, CO","2025-10-18","2025-10-18","40.4799951","-104.9076757","https://www.mobilize.us/nokings/event/841243/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS 2.0 - Lee's Summit","2025-10-18","2025-10-18","38.9251292","-94.3798109","https://www.mobilize.us/nokings/event/841251/"
"DROPPED","OUT_OF_WINDOW","mobilize","Canvassing — Saturday mornings in Sierra Meadows","2025-10-04","2025-10-04","39.3257867","-120.1767106","https://www.mobilize.us/votetruckeelibrary/event/841254/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Conroe Texas","2025-10-18","2025-10-18","30.1686098","-95.4767981","https://www.mobilize.us/nokings/event/841256/"
"DROPPED","OUT_OF_WINDOW","mobilize","Meet the Candidates:   Siler City Municipal Elections","2025-10-21","2025-10-21","35.724118","-79.4610844","https://www.mobilize.us/chathamcountydems/event/841260/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Hayward","2025-10-18","2025-10-18","46.0186708","-91.4756967","https://www.mobilize.us/nokings/event/841262/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS HARRISON AR","2025-10-18","2025-10-18","36.2302708","-93.1079249","https://www.mobilize.us/nokings/event/841264/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS in Greenup County, KY","2025-10-18","2025-10-18","38.5173028","-82.6976631","https://www.mobilize.us/nokings/event/841268/"
"DROPPED","OUT_OF_WINDOW","mobilize","Washington County Winning Wednesdays","2025-10-08","2025-10-08","40.1695341","-80.2444454","https://www.mobilize.us/washingtoncountydemocraticparty/event/841273/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Worthington","2025-10-18","2025-10-18","42.399473","-72.9369442","https://www.mobilize.us/nokings/event/841277/"
"DROPPED","OUT_OF_WINDOW","mobilize","JCDP Clayton Canvass for Amanda Underwood - Municipal Elections","2025-10-04","2025-10-04","35.6532148","-78.4605821","https://www.mobilize.us/johnstoncountydems/event/841280/"
"DROPPED","OUT_OF_WINDOW","mobilize","Munster Democrats Drinks with Dems","2025-10-16","2025-10-16","41.5644798","-87.5125412","https://www.mobilize.us/inlakecountydemocraticparty/event/841281/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Culpeper","2025-10-18","2025-10-18","38.4805134","-77.973334","https://www.mobilize.us/nokings/event/841282/"
"DROPPED","OUT_OF_WINDOW","mobilize","Tabling Outside the Greendale Library!","2025-10-11","2025-10-11","42.9395276","-87.9960338","https://www.mobilize.us/wisdems/event/841285/"
"DROPPED","OUT_OF_WINDOW","mobilize","Freedom Fridays: Fuquay-Varina","2025-10-10","2025-10-10","35.5960339","-78.7586972","https://www.mobilize.us/engageddurhamitesfordemocracy/event/841288/"
"DROPPED","OUT_OF_WINDOW","mobilize","No Kings SWANSEA, MA","2025-10-18","2025-10-18","41.7565527","-71.2165009","https://www.mobilize.us/nokings/event/841290/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Hampton Bays, NY","2025-10-18","2025-10-18","40.8717998","-72.5424457","https://www.mobilize.us/nokings/event/841291/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Pickerington","2025-10-18","2025-10-18","39.9099089","-82.7784333","https://www.mobilize.us/nokings/event/841292/"
"DROPPED","OUT_OF_WINDOW","mobilize","Weekly Rally for Democracy - Orange County","2025-10-05","2025-10-05","33.6847052","-117.8264662","https://www.mobilize.us/ocindivisible/event/841301/"
"DROPPED","OUT_OF_WINDOW","mobilize","Join Dayenu and Center for Common Ground to Fight Voter Suppression","2025-10-21","2025-10-21","","","https://www.mobilize.us/cfcg-rov/event/841302/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Ramona","2025-10-18","2025-10-18","33.0472806","-116.8776005","https://www.mobilize.us/nokings/event/841303/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Little Rock","2025-10-18","2025-10-18","34.7454263","-92.2789142","https://www.mobilize.us/nokings/event/841305/"
"DROPPED","OUT_OF_WINDOW","mobilize","Canvass for Prop 50 in Fresno!","2025-10-04","2025-10-04","36.7421238","-119.7796755","https://www.mobilize.us/cadems/event/841306/"
"DROPPED","OUT_OF_WINDOW","mobilize","Easttown Day of Action","2025-10-04","2025-10-04","40.0405675","-75.4927891","https://www.mobilize.us/chestercountydemocraticparty/event/841310/"
"DROPPED","OUT_OF_WINDOW","mobilize","SpeakOUT Open House - Washington, DC","2025-10-11","2025-10-11","38.8950368","-77.0365427","https://www.mobilize.us/hrc/event/841313/"
"DROPPED","OUT_OF_WINDOW","mobilize","#NoKings Bloomfield NJ at the Municipal Plaza","2025-10-18","2025-10-18","40.7916952","-74.1952325","https://www.mobilize.us/mayday/event/841314/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS - City of Newburgh","2025-10-18","2025-10-18","41.5000767","-74.0098299","https://www.mobilize.us/nokings/event/841316/"
"DROPPED","OUT_OF_WINDOW","mobilize","Freedom Fridays:  Durham","2025-10-03","2025-10-03","35.9480275","-78.9239145","https://www.mobilize.us/engageddurhamitesfordemocracy/event/841321/"
"DROPPED","OUT_OF_WINDOW","mobilize","Voter Empowerment Event: Museum of Fine Arts Houston","2025-10-23","2025-10-23","29.7589382","-95.3676974","https://www.mobilize.us/lwvhouston/event/841323/"
"DROPPED","OUT_OF_WINDOW","mobilize","Canvassing in Birdsboro - Oct 4","2025-10-04","2025-10-04","40.2672128","-75.8080391","https://www.mobilize.us/berkscountydemocraticcommittee/event/841329/"
"DROPPED","OUT_OF_WINDOW","mobilize","16th Annual Macoupin County Democrats Unity Dinner","2025-10-25","2025-10-25","39.1281738","-89.8170318","https://www.mobilize.us/ildcca/event/841331/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Havertown","2025-10-18","2025-10-18","39.9766246","-75.3188393","https://www.mobilize.us/nokings/event/841335/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Newark, OH","2025-10-18","2025-10-18","40.0577958","-82.4001414","https://www.mobilize.us/nokings/event/841336/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS San Luis Obispo","2025-10-18","2025-10-18","35.2817858","-120.6613639","https://www.mobilize.us/nokings/event/841338/"
"DROPPED","OUT_OF_WINDOW","mobilize","Carroll County Democrats Annual Fall Fest","2025-10-05","2025-10-05","42.092736","-90.1563844","https://www.mobilize.us/ildcca/event/841340/"
"DROPPED","OUT_OF_WINDOW","mobilize","Canvassing with Katie & Ravi!!!","2025-10-04","2025-10-04","40.7277047","-74.0469034","https://www.mobilize.us/katiebrennanandravibhallafornewjersey/event/841343/"
"DROPPED","OUT_OF_WINDOW","mobilize","Protest Volunteer - October 18 - No Kings II","2025-10-18","2025-10-18","28.6711384","-81.3378953","https://www.mobilize.us/semdems/event/841345/"
"DROPPED","OUT_OF_WINDOW","mobilize","Salem,NY","2025-10-18","2025-10-18","43.1729321","-73.3276758","https://www.mobilize.us/nokings/event/841349/"
"DROPPED","OUT_OF_WINDOW","mobilize","One Million Rising: What's Next?","2025-10-08","2025-10-08","","","https://www.mobilize.us/onemillionrising/event/841361/"
"DROPPED","OUT_OF_WINDOW","mobilize","Speak Up For Your Rights: Orange County Delegation Meeting","2025-10-21","2025-10-21","28.5399649","-81.3752237","https://www.mobilize.us/aclufl/event/841362/"
"DROPPED","OUT_OF_WINDOW","mobilize","No Kings Day 2.0 We the people of Ottawa County-Halloween edition","2025-10-18","2025-10-18","41.513328","-82.939263","https://www.mobilize.us/wethepeopleottawacounty/event/841364/"
"DROPPED","OUT_OF_WINDOW","mobilize","2025 Grundy County Democrats Oktoberfest","2025-10-05","2025-10-05","41.3571532","-88.4238917","https://www.mobilize.us/ildcca/event/841365/"
"DROPPED","OUT_OF_WINDOW","mobilize","Freedom Fridays: Cary","2025-10-03","2025-10-03","35.7833583","-78.780858","https://www.mobilize.us/engageddurhamitesfordemocracy/event/841368/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Yachats","2025-10-18","2025-10-18","44.3132984","-124.1051761","https://www.mobilize.us/nokings/event/841370/"
"DROPPED","OUT_OF_WINDOW","mobilize","Door knocking in Columbia City for Katie Wilson (SE Seattle SURJ)","2025-10-02","2025-10-02","47.5613892","-122.284164","https://www.mobilize.us/wilsonforseattle/event/841371/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS WALPOLE","2025-10-18","2025-10-18","42.1447538","-71.2537339","https://www.mobilize.us/nokings/event/841372/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Vista","2025-10-18","2025-10-18","33.2054806","-117.2361952","https://www.mobilize.us/nokings/event/841377/"
"DROPPED","OUT_OF_WINDOW","mobilize","Can't Afford to Wait: One Year to Win Canvass with South Madison Voters!","2025-11-01","2025-11-01","43.0592056","-89.4008958","https://www.mobilize.us/wisdems/event/841380/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Elkton, Oregon","2025-10-18","2025-10-18","43.6385537","-123.5698916","https://www.mobilize.us/nokings/event/841381/"
"DROPPED","OUT_OF_WINDOW","mobilize","Team Erik Bi-Weekly Organizing Meeting","2025-10-07","2025-10-07","","","https://www.mobilize.us/erikosbergforcongress/event/841382/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS 2.0: Indivisible Baldwin County","2025-10-18","2025-10-18","30.5236502","-87.886155","https://www.mobilize.us/nokings/event/841383/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS South Haven","2025-10-18","2025-10-18","42.4034943","-86.2694573","https://www.mobilize.us/nokings/event/841384/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS by Building Community in Clay","2025-10-18","2025-10-18","35.0439991","-83.8186381","https://www.mobilize.us/nokings/event/841390/"
"DROPPED","OUT_OF_WINDOW","mobilize","Freedom Fridays: Raleigh Brier Creek","2025-10-03","2025-10-03","35.9127482","-78.7806687","https://www.mobilize.us/engageddurhamitesfordemocracy/event/841392/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS ATHENS, TX","2025-10-18","2025-10-18","32.2048005","-95.8544252","https://www.mobilize.us/nokings/event/841393/"
"DROPPED","OUT_OF_WINDOW","mobilize","Bowls of Hope - Shift 2","2025-10-12","2025-10-12","34.1702858","-118.8472091","https://www.mobilize.us/manymansions/event/841396/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Townsend Ma 50501","2025-10-18","2025-10-18","42.6674507","-71.7049352","https://www.mobilize.us/nokings/event/841397/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Wheaton","2025-10-18","2025-10-18","41.7969106","-88.1150865","https://www.mobilize.us/nokings/event/841400/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Apalachicola","2025-10-18","2025-10-18","29.7277835","-84.984723","https://www.mobilize.us/nokings/event/841401/"
"DROPPED","OUT_OF_WINDOW","mobilize","Bowls of Hope - Shift 3","2025-10-12","2025-10-12","34.1702858","-118.8472091","https://www.mobilize.us/manymansions/event/841402/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Lafayette,LA","2025-10-18","2025-10-18","30.2218541","-92.0185549","https://www.mobilize.us/nokings/event/841403/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS New Milford - Act Local NWCT","2025-10-18","2025-10-18","41.5777597","-73.4102039","https://www.mobilize.us/nokings/event/841405/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Mt. Vernon IL","2025-10-18","2025-10-18","38.3147667","-88.9290816","https://www.mobilize.us/nokings/event/841408/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Mckinney 2.0","2025-10-18","2025-10-18","33.2204414","-96.6387592","https://www.mobilize.us/nokings/event/841410/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Mira Mesa, San Diego","2025-10-18","2025-10-18","32.916774","-117.1209436","https://www.mobilize.us/nokings/event/841414/"
"DROPPED","OUT_OF_WINDOW","mobilize","An Evening With David Meuse","2025-10-06","2025-10-06","43.3398184","-71.2592362","https://www.mobilize.us/nhdp_events/event/841417/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Ada","2025-10-18","2025-10-18","34.7897756","-96.6700749","https://www.mobilize.us/nokings/event/841418/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Hermitage PA","2025-10-18","2025-10-18","41.2333897","-80.44868","https://www.mobilize.us/nokings/event/841420/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS York","2025-10-18","2025-10-18","43.1446289","-70.6517725","https://www.mobilize.us/nokings/event/841425/"
